Actual_Time_Spent_hrs,Issue_Type,Priority,Severity,Story_Points,Epic_Size,Number_of_Subtasks,Number_of_Linked_Issues,Number_of_Comments,Number_of_Attachments,Number_of_Description_Edits,Complexity,Average_Historical_Hours,Assignee_Experience_yrs,Team_Velocity,Team_Size
6.4,Story,Low,Minor,8,115,4,1,9,0,3,Low,4.1,6.6,45,5
7.9,Task,High,Minor,5,82,0,2,6,0,3,Very High,11.6,4.3,45,9
1.6,Bug,Medium,Minor,3,25,2,2,8,1,3,Low,7.7,2.4,41,11
1.8,Bug,Low,Minor,3,115,1,0,11,1,2,Medium,16.3,4.8,47,7
0.7,Bug,High,Major,3,28,2,2,7,1,6,High,17.4,7,25,7
9.1,Story,High,Trivial,8,21,2,0,10,2,3,High,7.5,8,58,9
8.9,Bug,Medium,Major,1,22,2,1,12,1,2,Medium,9.4,1.7,38,10
29.5,Task,Medium,Minor,13,102,3,1,8,0,4,Medium,17,7.3,40,9
14.3,Story,High,Minor,5,16,3,0,12,0,4,Very High,23.6,0.5,39,10
18,Story,Medium,Trivial,5,20,3,2,12,2,3,Medium,11.9,7.4,50,6
87.6,Story,Medium,Major,1,8,2,2,11,1,4,High,11.1,6.8,46,9
1.9,Bug,High,Minor,5,93,4,1,9,0,4,Very High,12.3,5,34,8
35,Bug,Low,Major,3,38,3,0,8,2,5,Low,12.9,1.8,50,11
12.6,Bug,Low,Major,1,96,6,2,6,2,3,Very High,9.1,7.8,28,9
9.6,Story,Low,Major,2,50,3,0,3,0,4,High,47.6,1.2,36,6
8.6,Bug,Low,Minor,8,79,1,1,3,1,1,Medium,11.5,9,38,9
16.1,Bug,Low,Minor,3,81,2,0,6,2,0,Medium,1.2,7.8,51,8
9.7,Task,Critical,Minor,3,35,7,0,2,1,5,Very High,5.2,7.5,29,9
5.4,Bug,Medium,Major,1,29,2,2,3,1,1,Low,6.9,7.7,59,10
8.8,Task,Low,Minor,5,107,1,1,14,0,4,Medium,3.6,1.1,24,5
16.4,Task,Medium,Major,5,78,5,4,7,0,2,High,11.1,9.9,32,11
20,Bug,Critical,Blocker,5,28,3,1,9,0,6,High,3.2,8.7,46,7
37.1,Bug,Medium,Minor,3,69,5,2,7,0,3,Low,6.1,5.3,21,11
13.9,Bug,Medium,Trivial,3,29,2,1,6,1,2,Low,5.3,7.3,20,8
28.1,Story,High,Major,3,32,0,1,11,0,3,High,4.9,7.5,27,8
11.4,Story,Medium,Minor,2,40,0,1,4,2,3,Medium,8.3,8.4,29,8
12.4,Task,Medium,Trivial,8,86,1,0,8,0,1,Low,7,2.9,47,10
12,Task,Medium,Blocker,3,10,2,1,5,1,5,Low,4.1,4,24,5
15,Story,Medium,Minor,2,70,3,0,12,3,0,Medium,24.4,8.1,21,5
22.3,Bug,Medium,Blocker,3,71,2,1,9,0,2,Medium,16.6,7.8,36,7
9.4,Bug,High,Major,8,114,2,0,1,2,3,High,6.9,5.5,52,6
6.6,Task,Medium,Major,2,76,3,2,6,0,2,Low,14.7,4.3,44,7
23.4,Bug,Medium,Minor,2,99,1,0,12,3,2,High,26.7,9.7,24,8
22.4,Bug,Low,Minor,5,52,7,2,8,1,4,High,3.5,4.4,47,8
30.8,Story,Low,Major,2,87,2,0,10,1,4,Medium,8.1,7.8,37,11
8.4,Story,Medium,Minor,5,118,6,1,9,1,3,Low,4.9,4.4,42,8
11.1,Task,Critical,Minor,1,74,1,3,12,0,3,Very High,6.4,3.4,54,11
23.9,Story,Medium,Minor,5,82,0,2,12,2,3,Low,23.7,6.6,37,7
9.3,Bug,High,Minor,1,71,1,2,10,1,2,Medium,8.6,8.2,30,6
19.5,Task,Medium,Minor,1,52,6,2,5,2,4,Medium,25,9.8,29,6
11.4,Bug,Low,Major,8,69,2,2,7,3,6,High,9.1,1.9,29,7
16.1,Bug,Low,Minor,3,48,2,2,11,1,3,Medium,8.6,8.8,55,10
5.3,Story,Medium,Trivial,3,98,1,2,7,2,0,Medium,6,5.5,28,8
13.8,Bug,Low,Major,2,67,1,1,11,1,0,High,9.4,1.5,32,11
26.8,Story,Low,Blocker,5,50,1,3,7,0,5,Very High,14.5,8,42,11
21.1,Bug,High,Minor,3,23,1,3,7,0,5,Medium,1.6,3.6,20,7
6.3,Story,Low,Trivial,13,68,2,2,7,0,2,Medium,18.7,8.7,35,7
35.3,Story,Medium,Major,13,87,2,2,8,1,2,High,1.3,2,38,9
25.8,Task,Medium,Blocker,5,77,2,1,10,0,4,High,6.4,7.3,31,9
5.5,Task,Medium,Major,3,75,0,1,2,1,1,Medium,3.2,3.4,24,11
8.9,Bug,Medium,Major,3,114,1,1,7,1,2,Medium,6.3,2.9,24,11
5.7,Story,Medium,Minor,5,105,4,3,9,1,6,Low,10.3,1,26,11
16.4,Story,Medium,Major,1,54,5,2,6,3,2,Medium,17.8,5.1,33,5
8.6,Bug,High,Trivial,2,67,2,0,9,1,4,High,17,4.2,52,5
2.4,Task,High,Major,1,45,4,2,5,2,5,Low,3,1.1,25,7
12.4,Story,Low,Major,1,11,0,0,7,1,1,Medium,10.3,2.7,37,9
22.8,Bug,Low,Blocker,2,13,3,0,5,3,2,Medium,11,5.1,25,8
14,Story,High,Minor,3,8,6,1,7,1,5,High,14.6,8.2,49,5
18.4,Bug,Medium,Trivial,5,93,0,0,8,1,4,High,6.3,9.3,31,8
14.8,Story,Medium,Major,3,53,6,2,11,1,1,Medium,8,5.4,54,8
20.6,Bug,Medium,Major,2,80,2,1,8,0,3,Low,0.6,4.3,30,5
15.7,Task,Low,Major,1,10,3,5,8,3,7,Medium,6.5,9.6,23,10
11.9,Task,Medium,Minor,3,86,3,1,4,1,5,Medium,6.3,9.6,32,7
13.8,Story,Medium,Minor,2,108,0,4,9,0,0,Medium,3.7,2.3,20,9
31.5,Story,Medium,Major,5,25,1,1,6,3,1,Medium,1.8,5.5,57,5
19.1,Task,Medium,Minor,13,19,1,3,9,2,5,Medium,15,8.3,48,6
6.3,Story,High,Blocker,1,71,1,3,10,0,4,Medium,23.2,8.3,33,6
13.7,Bug,Medium,Minor,2,70,2,2,6,1,1,High,9.4,7,40,8
16.2,Story,Low,Major,3,60,6,2,4,0,3,High,6.2,5,50,6
11.7,Task,Medium,Major,13,109,2,3,8,1,2,Low,6.3,4.3,26,8
2.4,Story,High,Major,5,108,3,2,4,0,1,Medium,27.6,8.2,34,10
6.8,Story,High,Minor,8,72,2,3,14,0,6,Medium,10.5,2.6,28,10
9.7,Task,High,Major,2,36,7,0,6,0,1,Low,8,4.6,48,10
37.8,Task,Low,Minor,13,70,3,2,7,2,1,Medium,32.1,5.9,43,10
17.8,Task,High,Major,1,114,1,3,3,0,4,Medium,16.1,8.4,34,11
3.6,Bug,High,Minor,1,33,2,0,7,0,3,High,19.2,4.1,40,10
12.2,Story,Low,Minor,8,70,2,1,10,0,2,Low,7.2,5.7,43,9
28.6,Story,Medium,Minor,8,38,2,3,9,1,2,Medium,17.9,3.2,26,5
8.5,Task,Medium,Minor,1,31,1,1,7,2,5,Low,6.3,8.5,43,5
24.5,Story,High,Blocker,1,64,1,2,8,0,5,High,9.2,8,42,9
3.7,Bug,Medium,Minor,1,43,1,4,7,4,3,Very High,16,8.3,44,8
0.6,Task,Medium,Major,1,48,1,2,3,1,0,Medium,16,1,27,10
26.7,Story,Critical,Blocker,2,106,2,2,3,1,1,Medium,14.9,5.1,53,11
9.3,Bug,High,Trivial,13,86,2,0,12,1,1,Low,1.1,1.8,54,7
9.9,Story,Critical,Major,5,40,2,0,4,0,1,Medium,4.5,6.9,41,6
14.8,Bug,Critical,Minor,5,23,0,1,10,0,0,Medium,6.5,3.5,53,11
17.4,Bug,Low,Trivial,5,95,2,0,3,0,1,Low,15.8,7.9,47,10
1.1,Bug,High,Minor,3,49,5,3,9,1,3,High,8.2,1.1,20,9
8,Story,Medium,Blocker,5,88,2,3,12,0,5,Low,3.1,5.4,56,6
13.5,Story,High,Trivial,3,25,2,1,7,2,4,High,11.4,1.7,49,7
17.4,Story,Medium,Major,2,27,2,1,7,0,0,Medium,17.3,5.8,44,11
6.2,Story,Critical,Major,3,98,2,2,7,3,1,Very High,2.6,6.3,21,8
11.3,Task,High,Blocker,3,93,2,3,17,1,2,Low,4.3,4.9,47,11
8.5,Bug,High,Trivial,8,99,4,4,6,0,3,Low,5,3.2,47,10
15.1,Bug,Low,Major,13,31,4,1,6,1,2,Very High,8.8,0.8,42,6
26.2,Task,Low,Major,3,102,3,1,11,1,0,Low,12.7,6.8,57,8
10.3,Bug,High,Major,5,76,2,3,6,1,4,Medium,12,8.8,43,10
4.3,Task,Low,Blocker,1,23,1,2,8,1,2,Medium,7.5,7.5,54,7
7.7,Task,High,Major,5,45,1,0,10,1,6,Medium,8.5,9,27,8
35.1,Story,Low,Trivial,3,30,2,1,11,0,3,Medium,10,9.3,55,11
6.8,Task,High,Minor,1,32,3,1,7,0,4,High,20.7,4.8,37,7
5,Bug,Medium,Minor,3,68,2,2,10,2,3,Low,20.8,7.1,39,5
9.8,Bug,High,Minor,5,72,2,0,7,1,2,High,17.1,4.3,23,6
12.2,Story,High,Minor,1,99,2,1,4,1,2,Medium,6.6,9.2,27,6
8.9,Story,Medium,Minor,8,84,4,0,9,2,5,Medium,3,5.8,45,11
3.7,Task,Low,Minor,1,55,4,2,11,1,0,Medium,14.9,7.6,58,11
16.1,Bug,Low,Blocker,8,78,4,1,9,2,1,Very High,7,0.6,39,7
15.1,Story,Medium,Trivial,5,106,4,1,9,0,3,High,24.1,6,37,7
20.1,Story,Medium,Blocker,2,52,1,1,4,1,3,Medium,2.1,7.5,52,9
14.9,Story,High,Minor,3,14,1,1,2,1,1,High,7.4,2.9,37,7
33.4,Bug,Medium,Major,5,113,0,2,9,0,2,Medium,30.6,0.6,53,7
21.1,Story,Medium,Major,5,77,1,2,12,0,6,High,12.4,7.6,38,11
18.5,Task,Medium,Minor,5,43,2,5,9,1,4,Low,4.1,3.7,52,8
26.7,Bug,Low,Minor,3,104,4,1,6,1,1,Medium,0.8,4.6,40,8
14.3,Task,Medium,Minor,3,119,2,0,8,3,2,Medium,11,5.8,26,6
11.4,Story,Critical,Minor,13,104,2,2,9,0,3,High,17.9,1.5,33,8
15.9,Task,High,Blocker,2,23,4,2,7,1,2,Low,26.7,1.5,52,8
2.3,Story,Medium,Major,3,68,1,1,14,1,3,Low,2.8,9.6,23,6
14.3,Bug,Medium,Trivial,2,23,1,2,6,1,1,High,15.9,3.7,21,11
12.2,Story,High,Trivial,5,80,3,0,15,1,3,Low,3,2.9,59,10
17.1,Task,Medium,Minor,5,66,1,2,10,2,3,Low,12.4,1,50,5
24.5,Story,Low,Trivial,2,17,2,0,10,0,1,High,3.2,2.2,49,9
18.9,Task,Low,Major,1,29,1,3,9,1,1,High,12.2,4.6,29,8
7.7,Story,Medium,Trivial,1,104,0,0,7,0,5,High,1.7,3.7,40,5
22.1,Bug,Critical,Major,3,93,4,1,11,1,3,Medium,16.4,4.5,42,9
33.7,Story,High,Trivial,3,96,1,1,7,0,4,Low,14.6,7.2,56,6
24.9,Task,Low,Minor,13,46,2,3,12,1,6,High,13.2,6.6,27,8
4.6,Bug,Low,Major,3,43,0,1,13,1,2,Low,6,5.2,29,10
18.7,Task,High,Minor,2,34,1,3,3,2,4,Medium,8.6,8.2,44,8
5.2,Task,High,Blocker,8,9,1,3,7,0,2,Low,14.6,8.6,52,7
10.7,Story,High,Blocker,3,85,0,1,10,0,3,High,14.4,6.1,36,8
16.7,Bug,High,Minor,3,22,0,2,7,1,6,Medium,28.1,1.6,43,8
15.3,Story,Low,Trivial,1,111,4,0,7,1,0,Very High,13.9,4.4,49,5
24.6,Bug,High,Major,3,115,1,1,16,0,7,Low,26.5,6.5,20,5
33.8,Task,High,Blocker,8,25,0,0,8,2,3,High,23.2,1.1,36,8
17.8,Story,Medium,Major,3,90,0,2,9,2,2,Medium,7.5,0.7,47,10
10.1,Story,High,Trivial,2,107,4,3,9,0,4,Medium,3.1,9.5,32,9
2.4,Task,Medium,Blocker,5,54,4,1,13,1,3,Medium,6.8,7.4,29,6
28.5,Story,Low,Minor,8,10,2,1,8,0,3,High,1.2,2,20,10
12.2,Story,Medium,Major,2,54,2,0,4,0,2,Medium,6.3,4.7,39,5
12.7,Story,Low,Blocker,3,84,1,1,7,1,4,Low,9.7,2.3,26,11
13.4,Story,Medium,Minor,13,70,1,2,9,0,2,Very High,13,0.6,51,10
17.3,Story,Medium,Blocker,2,119,1,0,8,3,2,Medium,7,4.2,40,10
17.6,Task,Medium,Minor,5,5,5,4,6,0,4,Very High,17,6.7,45,9
10.8,Story,Medium,Blocker,5,61,0,0,3,3,0,High,22.8,9.6,26,10
12.1,Story,Medium,Minor,5,34,5,1,9,0,3,Medium,15.6,7.8,57,8
8.4,Story,Low,Blocker,3,62,1,2,6,3,3,Low,17.5,2.7,59,7
7.7,Bug,High,Trivial,2,111,1,7,6,1,4,Medium,9.5,3.7,46,5
7.7,Bug,Medium,Major,5,56,0,1,8,2,2,Medium,22.8,5.4,53,10
12,Task,Medium,Major,2,41,1,1,2,2,0,Medium,15,2.3,31,5
6.6,Story,High,Minor,3,52,2,0,7,2,1,Low,6.3,8.4,31,7
0.5,Story,High,Minor,2,91,2,1,3,0,1,Medium,22.6,2.1,34,8
10,Story,High,Major,1,5,0,2,8,1,2,Low,2.8,3.3,39,5
4.8,Bug,Medium,Minor,13,23,3,1,5,4,2,Low,11,6,29,11
14,Story,Low,Major,3,50,3,5,7,1,2,Low,15.6,1.7,45,8
8.3,Story,High,Minor,13,71,3,2,9,0,3,High,6.2,6.4,36,9
17.5,Story,Medium,Blocker,1,6,1,2,9,3,2,Medium,4.7,9.5,29,11
5.2,Story,Medium,Trivial,3,60,1,3,12,2,8,Very High,24.6,7.1,30,5
2.9,Bug,Low,Minor,2,105,2,5,8,0,6,Medium,0.4,8.2,36,8
12.2,Bug,High,Minor,5,21,0,0,5,2,3,High,1.6,4.7,30,9
9.7,Task,Low,Minor,5,96,2,2,11,2,3,Medium,17.9,4,34,10
4.5,Story,Critical,Minor,1,86,2,2,7,2,3,Medium,5.1,3.6,23,5
21.1,Story,High,Minor,8,101,1,1,5,2,2,Medium,5.9,6.8,44,6
6,Bug,Medium,Blocker,2,83,0,0,10,1,2,High,4.7,5.4,55,11
7.4,Bug,High,Major,5,26,3,2,6,0,2,Low,4.8,5,50,11
23.7,Story,High,Major,13,109,2,1,3,0,5,Low,8.4,1.5,48,8
18.1,Story,High,Trivial,8,31,1,0,7,1,2,Low,27.9,6.9,50,9
5.5,Story,Medium,Major,13,59,1,0,14,1,5,Low,12.8,7.4,28,10
10.3,Bug,High,Minor,2,105,1,0,7,2,3,Medium,14.7,2.4,20,6
5,Story,Medium,Major,1,36,0,0,10,3,5,Medium,13.5,7.7,22,8
22.6,Bug,Critical,Minor,2,64,3,2,3,0,1,High,0.8,8.9,23,5
22.6,Bug,Medium,Minor,3,113,3,0,9,1,3,Low,6.6,2.2,38,10
36.8,Story,Medium,Minor,5,87,2,2,4,1,2,Medium,14,4.8,41,8
45.4,Bug,High,Blocker,2,32,2,0,8,1,3,Low,8.9,8.8,27,9
8.3,Bug,High,Trivial,5,32,1,2,6,2,1,Low,2.9,5.1,44,5
20.4,Story,Medium,Major,2,78,6,2,3,0,4,Medium,2.2,8.2,23,5
2.5,Story,Low,Trivial,2,88,1,3,6,0,2,High,4.6,2.5,33,10
14.7,Task,Medium,Major,5,29,3,1,10,0,3,Medium,6.3,1.1,24,5
17.1,Story,Critical,Blocker,3,89,1,2,8,0,1,Low,10.2,1.1,48,7
6.3,Bug,High,Minor,8,82,2,2,9,3,3,Very High,2.4,9.7,40,9
7.9,Bug,High,Minor,2,90,1,2,8,0,2,High,1.2,2.1,34,6
22.7,Task,Low,Blocker,5,30,0,4,9,3,6,Medium,8.3,8.7,42,5
17.4,Story,Medium,Major,1,112,2,2,9,1,0,Very High,11.8,3.5,36,9
34,Story,High,Minor,2,79,1,1,10,0,1,Low,4,0.9,22,7
31.6,Bug,High,Major,5,75,2,2,3,2,2,Medium,8.8,2.8,52,7
3.2,Story,Low,Major,8,21,1,1,9,3,4,Very High,21.4,5.3,46,10
8.9,Bug,High,Trivial,2,86,3,2,8,0,2,Medium,3.8,1.5,35,5
5.8,Story,Medium,Major,2,11,1,0,10,2,6,Medium,18.9,9.3,25,9
20.9,Task,Low,Minor,3,60,2,0,9,1,7,Low,5.3,9,29,7
15.7,Task,Medium,Trivial,2,68,3,0,10,0,4,Low,2.7,1.9,48,5
6.1,Story,Medium,Major,8,24,6,1,5,1,2,Low,4.7,7.5,36,10
6.9,Story,Medium,Minor,5,42,4,3,7,1,0,Medium,16,4.9,58,11
27.5,Task,Low,Trivial,1,79,2,4,8,0,0,Medium,5,9.8,33,8
9.6,Story,Low,Major,3,112,2,0,4,3,5,Low,17.9,1,31,8
2.1,Bug,High,Blocker,5,62,0,3,11,0,4,Medium,7.7,5,57,8
5.7,Story,Low,Blocker,2,20,2,1,3,1,2,Medium,2.9,3.2,48,11
38.2,Bug,Medium,Blocker,5,55,4,1,15,2,4,High,4.6,7.4,33,6
24.1,Story,Medium,Blocker,1,31,1,0,9,2,3,High,9.8,1.6,27,9
4.8,Story,Medium,Trivial,5,55,2,5,6,0,5,Medium,5.2,6.5,59,10
14.7,Story,High,Minor,2,79,1,4,13,3,3,Medium,6.3,9.5,59,8
23.2,Story,Medium,Major,8,20,3,0,13,0,3,Medium,1.4,4.8,36,11
3.1,Bug,High,Minor,3,91,4,0,7,0,3,Low,7.6,4.8,58,7
24.8,Story,High,Major,2,64,1,3,8,1,7,Medium,7.9,5.2,42,6
17.3,Task,Low,Major,8,80,1,1,5,1,4,Medium,3,4.4,26,8
7.5,Story,Low,Minor,1,44,2,1,5,1,4,Medium,11.6,4.8,31,11
19.1,Bug,Medium,Blocker,3,71,3,1,13,0,7,Low,16.1,4.9,35,5
15.8,Task,Medium,Major,3,6,1,3,7,2,1,Low,21.6,10,32,7
16.5,Task,High,Minor,2,106,3,1,9,0,1,Medium,10,1.6,38,6
14.4,Bug,Medium,Blocker,8,52,5,2,6,0,5,Medium,14.9,3.2,22,6
6.7,Bug,Medium,Minor,5,56,4,1,8,3,4,Very High,14.7,2.5,27,7
7.7,Story,Low,Minor,1,28,1,0,6,1,3,Very High,12.8,5.7,59,8
11,Task,Medium,Major,5,97,2,2,13,1,5,Medium,11.9,0.5,31,10
13.4,Task,Medium,Major,3,115,1,1,6,0,5,Very High,2.5,9.3,50,10
19.8,Task,Medium,Major,8,114,2,0,7,1,9,High,2.6,5.5,54,5
38.8,Story,Medium,Major,2,102,1,2,10,1,3,Medium,16.5,9,39,11
15.2,Story,Low,Major,3,88,1,2,6,1,5,Medium,30.4,3.8,47,5
19.6,Bug,High,Minor,3,86,5,2,9,0,5,Low,6.6,1.9,21,10
22.4,Bug,High,Blocker,3,82,1,3,9,1,3,Medium,15.7,2.3,46,10
20.5,Story,Medium,Blocker,3,86,3,0,4,0,5,Low,10.4,5,22,5
6.5,Story,Medium,Minor,2,6,3,1,4,1,1,High,7.9,0.9,40,11
29,Story,Critical,Trivial,5,69,4,3,10,3,3,Medium,14.9,7.9,26,6
26.3,Story,Medium,Blocker,3,24,7,1,12,2,3,Low,6.4,8,52,8
14.2,Bug,Medium,Blocker,13,38,2,0,13,3,6,High,13.1,7.2,52,10
6.8,Story,Low,Blocker,2,45,4,1,8,2,3,High,11.5,9,55,10
13.3,Bug,High,Blocker,5,45,2,2,12,0,3,High,11.1,5.7,36,7
3.5,Story,Low,Major,8,116,2,1,9,0,4,High,19.5,5.1,25,9
31.3,Task,Critical,Major,5,79,2,0,6,0,5,Medium,4,5.5,40,5
8.2,Story,High,Major,8,95,1,2,9,1,2,Medium,4,2.2,57,7
10.6,Task,High,Trivial,8,27,1,3,5,2,1,Low,8,5.4,53,10
30,Bug,High,Major,3,42,6,3,12,1,1,Low,5.1,5.6,31,10
27.9,Story,Medium,Major,5,48,2,0,9,0,2,Medium,8.6,7.8,31,7
16.2,Bug,Medium,Major,2,71,1,2,14,0,1,Medium,6.7,3.8,37,10
34.1,Story,High,Major,3,66,1,3,9,3,0,Medium,9.3,1.4,25,5
6.3,Task,Critical,Minor,2,16,6,3,5,2,3,Low,16.9,6.2,32,9
16.2,Story,Medium,Minor,5,34,4,1,6,0,1,Low,4.5,8,50,6
6.4,Task,Critical,Minor,3,99,2,3,5,2,2,High,4.1,9.7,44,11
25.3,Bug,Medium,Minor,3,91,1,0,4,0,1,Low,13,1.4,43,11
24.8,Task,Medium,Minor,2,69,2,1,5,0,3,Low,3.7,7.6,30,6
35.6,Bug,Medium,Blocker,13,45,0,0,6,0,0,Medium,24.5,6.2,52,8
13,Task,Medium,Minor,1,24,0,3,11,0,2,Low,20.1,0.6,40,10
41.5,Bug,Low,Minor,1,10,5,0,6,1,0,Very High,24.9,7.3,58,6
5.9,Bug,Medium,Major,2,79,0,1,5,2,5,Medium,3.2,0.7,43,7
12.5,Story,Medium,Major,13,103,0,1,9,0,3,Medium,10.5,8,39,11
6.1,Task,Medium,Minor,13,8,4,2,6,0,1,Low,4.1,7.4,28,11
14.8,Bug,Medium,Major,5,97,1,0,9,1,3,Medium,26.1,7,50,6
6.5,Story,Critical,Major,8,14,2,1,15,1,4,Medium,8.4,1.6,47,8
25.4,Task,Medium,Minor,2,55,3,0,8,0,5,Very High,11,9.2,57,7
17.7,Story,Medium,Minor,13,97,3,3,5,0,1,Medium,6.6,9,24,7
5.5,Bug,Low,Blocker,1,42,2,0,7,1,4,Medium,13.4,9.1,56,9
21.9,Story,Low,Major,1,5,5,1,10,0,2,Low,8.5,3.9,53,10
32.7,Story,High,Major,1,108,3,2,9,1,7,Medium,13.5,5.2,29,5
18.8,Task,Medium,Trivial,3,12,0,0,10,2,3,Low,10,1.6,51,11
4.3,Task,High,Minor,5,106,5,1,7,0,6,Low,17,1,56,5
11.7,Story,Low,Major,3,85,2,1,9,1,3,Medium,15.1,1.1,36,5
20.3,Task,Medium,Minor,13,87,3,0,8,3,4,Low,27.1,5.9,55,8
11,Story,Medium,Minor,3,67,1,2,10,0,1,High,6.1,3.6,55,6
5.9,Bug,Medium,Major,2,37,2,2,14,1,0,Very High,17.4,6,32,5
27.2,Bug,Low,Minor,3,19,0,0,4,3,7,Medium,9.7,6.1,39,6
10.6,Story,Low,Major,5,113,2,4,9,1,4,Medium,15.9,9.1,57,5
32.7,Bug,Medium,Major,8,35,1,1,11,1,1,Low,6.8,8.9,38,9
8.9,Task,Low,Minor,3,25,2,2,10,0,2,Medium,3.7,7.3,41,11
10.2,Task,Critical,Major,3,7,3,0,7,1,2,Medium,13.5,8.3,35,6
8.4,Bug,Medium,Trivial,2,70,2,2,6,2,3,Medium,6.3,0.5,25,11
11.6,Story,Low,Major,5,39,2,1,7,1,3,Medium,4.3,0.6,30,11
17.5,Story,Low,Minor,13,45,1,3,9,2,3,Medium,7.8,4.9,29,8
6.1,Task,Medium,Trivial,1,63,2,3,8,1,0,Low,13.2,6.7,50,10
5.2,Task,Low,Major,8,20,2,0,12,3,1,Medium,27.8,8,37,10
3.1,Story,High,Minor,3,60,4,1,9,2,1,Very High,8.4,4.7,51,8
2.7,Task,Critical,Blocker,2,49,1,3,7,1,3,Low,9.3,9.4,43,6
4.3,Story,Medium,Minor,13,119,3,1,6,0,3,Medium,8.2,8.2,35,10
8.9,Story,Medium,Minor,3,63,1,0,9,0,2,Medium,8.1,1.5,48,8
14.6,Bug,Low,Major,2,54,2,1,9,0,1,High,8.1,4.7,58,7
16.9,Bug,High,Minor,2,89,2,3,8,4,3,Medium,11.2,10,44,8
14.2,Story,Medium,Minor,2,16,0,5,4,2,3,High,7.7,4.4,59,9
30.5,Bug,Medium,Major,8,96,1,4,4,0,1,Medium,17.9,4.2,44,9
36.4,Bug,Medium,Major,5,16,3,0,6,1,1,Medium,11.4,3.3,59,6
10.7,Story,High,Blocker,8,37,3,1,8,0,1,High,7,5.1,38,11
6.2,Bug,Medium,Blocker,2,88,2,1,3,2,4,Very High,12.1,7.4,29,8
43,Story,Low,Minor,1,108,1,2,5,0,6,High,21,1,20,6
26.6,Story,High,Major,1,53,1,0,8,2,0,Very High,20.1,8.4,46,5
25.4,Task,Medium,Minor,3,25,0,1,6,1,2,Low,13.7,9.2,41,7
8.6,Story,High,Major,13,64,1,1,7,1,3,Low,25.8,7.9,47,6
22.2,Bug,Low,Minor,5,56,2,1,6,1,3,Medium,26.8,9.2,54,6
14.3,Story,High,Blocker,2,58,0,3,8,0,4,Low,5.6,1.4,22,6
12.4,Task,High,Major,8,43,3,1,8,0,4,Medium,10.8,4.8,57,10
12.3,Task,Low,Blocker,5,109,2,1,10,2,0,Low,26.3,1.2,45,6
18,Story,High,Major,1,53,4,1,9,0,4,Medium,6.9,8.4,24,10
31.1,Bug,Medium,Blocker,8,110,1,3,16,3,5,Medium,14.2,9.5,29,9
45.1,Task,Critical,Major,2,68,4,1,10,1,2,Medium,7.7,3.3,26,7
9.7,Bug,Low,Minor,1,104,2,0,6,2,7,Low,4.2,5.6,49,11
14.8,Story,High,Minor,2,90,1,3,8,1,5,High,6.5,3.3,44,5
12.1,Story,Medium,Minor,3,30,5,4,5,1,1,High,6.7,4.1,53,7
17.2,Bug,Critical,Trivial,3,75,5,1,9,0,3,Medium,19.3,5,40,6
11.1,Bug,Medium,Major,2,11,2,2,10,0,5,Medium,22.6,8,48,11
7.9,Bug,Critical,Major,2,76,2,0,11,0,2,Medium,5.9,1.9,36,9
9.8,Story,Critical,Major,5,66,3,0,7,2,4,Medium,1.1,2,55,5
8.7,Task,Medium,Blocker,13,94,3,1,4,0,3,Low,23.4,2.4,59,10
11.7,Bug,High,Blocker,5,92,2,1,5,0,0,High,2.7,1,40,6
4.6,Task,Critical,Minor,2,28,3,3,6,0,6,Medium,12.9,6.6,53,11
8.8,Bug,Medium,Minor,2,44,2,3,14,0,6,Medium,27.9,2.3,35,10
17.1,Story,Medium,Minor,2,116,0,0,10,0,5,Low,2.6,4.7,28,11
17.1,Bug,Medium,Minor,1,80,2,1,8,2,4,High,15.8,7,22,11
15.4,Task,Medium,Major,3,51,4,0,9,1,4,Low,8.2,4.8,42,6
29.5,Task,Low,Major,5,12,0,3,7,0,1,Medium,10.2,9.1,32,8
17.6,Story,Medium,Major,5,58,4,2,14,1,7,High,8.3,7.8,57,7
28.9,Task,Medium,Blocker,5,13,0,1,9,0,1,Medium,4.1,3.1,53,11
45.2,Story,Medium,Major,2,7,2,1,5,0,3,Medium,16.1,1.7,49,7
22.5,Task,Low,Trivial,2,58,0,2,9,2,5,Medium,9.7,9,58,7
4.6,Story,High,Major,5,25,1,0,6,1,2,Medium,3.9,4.3,45,8
15.8,Task,High,Minor,2,99,2,1,8,2,4,Low,37.3,4.1,51,9
14.3,Story,Low,Minor,2,52,1,3,9,4,3,Low,7.2,8.2,39,9
32.7,Bug,High,Trivial,3,51,4,6,9,0,5,High,4.7,0.6,57,9
12,Story,High,Minor,2,92,2,4,6,0,4,Very High,10.7,4.8,28,11
7.1,Bug,Critical,Minor,1,72,0,2,5,0,3,Medium,1.1,7.3,58,10
9.2,Story,Low,Minor,8,88,1,1,20,0,4,High,4.1,8.6,35,5
4.8,Story,Medium,Major,8,67,4,3,4,0,3,Medium,12.5,8.9,57,11
0.5,Story,Critical,Major,2,20,6,1,6,0,1,Very High,7.7,4.9,23,8
40.9,Bug,Critical,Minor,1,78,1,1,8,2,4,High,0.1,8.6,31,8
13.2,Bug,High,Trivial,5,111,3,0,3,0,1,Medium,5.8,0.8,45,9
5.2,Story,High,Major,2,94,2,1,6,0,3,Low,6.7,3.4,29,9
34.5,Task,Low,Trivial,3,97,0,1,8,3,0,Medium,11.6,0.6,35,9
